total_jump_norm,right_elbow_angle_range,left_elbow_angle_range,max_right_wrist_velocity,max_left_wrist_velocity,max_hip_vertical_velocity,right_wrist_rise,left_wrist_rise,hands_above_shoulders_ratio,wrists_close_ratio,max_torso_tilt_deg,shoulder_rotation_range_x,approach_speed_x,action
0.7943891694742559,38.756987764074765,147.82526703330342,0.17040176938987722,0.22705374237168888,0.02442295695445089,-0.1071354817932179,-0.5610888424156748,0.2301294070828373,0.1831176961861957,17.04819421614667,0.1955798306515016,0.13225417033471856,volleyball_spike
0.056708113592275095,38.320677014482285,38.320677014482285,0.11307267298933696,0.11307267298933696,0.057318326783938355,-0.09767926456861321,-0.09767926456861321,0.7833390117113908,0.035535033307333076,3.1960840204149967,0.1296282335803976,0.06078325765471364,setter
0.5726683135838583,16.980091020971493,16.980091020971493,0.07833429303219008,0.07833429303219008,0.0633234322971535,-0.07051541058823489,-0.07051541058823489,0.6521123795446389,0.9221146880667386,13.721200454644773,0.025435536179735648,0.03964759985823258,block
0.33809815823544404,28.969049833246828,28.969049833246828,0.06419075233094751,0.06419075233094751,0.05587532684246903,-0.04607212909973985,-0.04607212909973985,0.7644741035451093,0.6434795302646805,7.948472620620363,0.02689706130055132,0.035149754698247854,block
1.0584004162283376,82.47863824329781,19.29160387775388,0.34637825378866893,0.07929896218567134,0.11840051512829008,-0.5973708186573143,-0.07914709947670615,0.21078775001342961,0.0844858586397841,14.014729620824143,0.24391957874423087,0.2112402254847832,volleyball_spike
0.08071679317322782,47.299152394592056,47.299152394592056,0.051903560864201,0.051903560864201,0.10878643860831391,0.000533342541660249,0.000533342541660249,0.04793279741357807,0.5662538066732684,12.766518524618794,0.10029196866047643,0.04846331477310522,pass
0.5909293646028633,26.206278600533857,26.206278600533857,0.13056469170309898,0.13056469170309898,0.20913861366167008,-0.09468013221481025,-0.09468013221481025,0.9209915002030649,0.883424626708949,12.345741013235623,0.059806979425845924,0.029428662581330662,block
0.09227336721197904,57.9363580344617,92.76778046655257,0.029753666941601337,0.39424247753868613,0.14132359017624077,-0.0956438689783239,-0.4810670105795734,0.14989816630709982,0.11095145622142398,1.5265171699585807,0.03928503470927598,0.02468797751757209,serve
0.3851929966689118,29.499371311029208,29.499371311029208,0.09784162563073646,0.09784162563073646,0.07719910448438146,0.11396510974571408,0.11396510974571408,0.9842561166917113,0.7514759722389446,9.55002714339105,0.06278854355692827,0.011255535273634761,block
0.07659668003759351,73.94915421393148,73.94915421393148,0.18124636616266793,0.18124636616266793,0.08487813696276919,0.1591029471988078,0.1591029471988078,0.6234882119037273,0.06160525446671667,12.46288747843323,0.1649064556375539,0.04970172371559092,setter
0.48699542376097055,107.5517243210018,35.620193337543846,0.50415501280412,0.06955946762885318,0.1315702862909159,-0.5373368970060927,0.005592902785356096,0.1973546392163788,0.020886851720341857,5.271234953317839,0.23680554505865786,0.2324357829233476,volleyball_spike
0.13609975281881592,34.6905551349497,34.6905551349497,0.09588410939821995,0.09588410939821995,0.08818508073491994,-0.026919499147670795,-0.026919499147670795,0.14703047703473002,0.7519514254894875,6.344779043353288,0.08834431323676734,0.039151711954027175,pass
0.46431241830695696,18.37013178450835,18.37013178450835,0.0691937845843164,0.0691937845843164,0.20017104201533287,0.0462627009980399,0.0462627009980399,0.7669612637426133,0.8982135866781944,10.800059411149316,0.06023734451996842,0.03286226747458067,block
0.5575564385504265,91.26481564936809,38.54168238475404,0.47133825442621186,0.16299708741665075,0.03911213448099943,-0.8512433632478871,-0.12912083466568952,0.0343487953006965,0.1905951701599553,13.949306731510251,0.2757440562976772,0.09788425203350404,volleyball_spike
